left_score,right_score,center_score,political_leaning
0.24379147589206696,0.371564120054245,0.3846443295478821,right
0.14073364436626434,0.7062869668006897,0.15297935903072357,right
0.20341162383556366,0.32261016964912415,0.4739781618118286,right
0.2682320773601532,0.1969015747308731,0.5348663330078125,right
0.2758391201496124,0.22565755248069763,0.49850335717201233,right
0.28828102350234985,0.2574920058250427,0.4542270004749298,right
0.21760542690753937,0.23495171964168549,0.5474429130554199,right
0.24224822223186493,0.22320392727851868,0.5345478653907776,right
0.12976719439029694,0.4435814619064331,0.42665135860443115,right
0.28234103322029114,0.5135279297828674,0.20413099229335785,right
0.5009084939956665,0.21464726328849792,0.28444427251815796,right
0.7389600276947021,0.0644720196723938,0.19656801223754883,right
0.1980322003364563,0.28453218936920166,0.517435610294342,right
0.30482199788093567,0.11745845526456833,0.577719509601593,right
0.29198914766311646,0.25896960496902466,0.44904133677482605,right
0.33922097086906433,0.22704970836639404,0.4337293207645416,right
0.27635255455970764,0.268688440322876,0.4549590051174164,right
0.20174099504947662,0.29169905185699463,0.5065599679946899,right
0.30468523502349854,0.26784148812294006,0.4274732172489166,right
0.2484148144721985,0.2619633376598358,0.4896218180656433,right
0.35085687041282654,0.20967495441436768,0.4394681453704834,right
0.10265802592039108,0.5797809958457947,0.31756094098091125,right
0.24325919151306152,0.23795068264007568,0.5187901258468628,right
0.3736429512500763,0.22286748886108398,0.4034895598888397,right
0.22169700264930725,0.24932943284511566,0.5289735794067383,right
0.1680331975221634,0.4006919860839844,0.4312748312950134,right
0.5457695722579956,0.13872100412845612,0.3155093789100647,right
0.25879862904548645,0.32758814096450806,0.4136132597923279,right
0.22955206036567688,0.2715212106704712,0.49892666935920715,right
0.2457408607006073,0.3119330108165741,0.4423261284828186,right
0.20133106410503387,0.16119875013828278,0.6374701857566833,right
0.23249663412570953,0.5548205971717834,0.2126827836036682,right
0.331798255443573,0.2657548189163208,0.4024468958377838,right
0.24357306957244873,0.3232633173465729,0.4331636130809784,right
0.25356733798980713,0.18666888773441315,0.5597637891769409,right
0.4972139596939087,0.18588295578956604,0.31690314412117004,right
0.32425636053085327,0.2611096203327179,0.41463401913642883,right
0.5093420743942261,0.144316628575325,0.3463413119316101,right
0.2492256462574005,0.2830314040184021,0.4677428901195526,right
0.28630006313323975,0.3149451017379761,0.3987548053264618,right
0.546144425868988,0.14421240985393524,0.3096432089805603,right
0.1859247088432312,0.49260959029197693,0.3214656710624695,right
0.2141529619693756,0.4014427959918976,0.3844042420387268,right
0.08608369529247284,0.23234179615974426,0.6815745234489441,right
0.6041757464408875,0.1517033874988556,0.24412085115909576,right
0.24019232392311096,0.293703556060791,0.46610409021377563,right
0.21553203463554382,0.12776689231395721,0.6567010283470154,right
0.39127933979034424,0.19814422726631165,0.41057640314102173,right
0.22169587016105652,0.2822844684123993,0.4960196614265442,right
0.14385126531124115,0.10727538168430328,0.7488733530044556,right
0.3227435350418091,0.2515109181404114,0.4257456064224243,right
0.3515113592147827,0.31711483001708984,0.33137381076812744,right
0.2158784568309784,0.33042922616004944,0.45369237661361694,right
0.771199643611908,0.06006570905447006,0.168734610080719,right
0.27116039395332336,0.230214461684227,0.49862509965896606,right
0.35615721344947815,0.2718731164932251,0.37196964025497437,right
0.7322843074798584,0.11936557292938232,0.1483500897884369,right
0.4249075949192047,0.2593700587749481,0.3157222867012024,right
0.2752614915370941,0.3402819037437439,0.384456604719162,right
0.27915215492248535,0.2770795524120331,0.44376829266548157,right
0.15938225388526917,0.6915498971939087,0.14906778931617737,right
0.12287265062332153,0.4784556031227112,0.3986717760562897,right
0.5871476531028748,0.11714951694011688,0.29570284485816956,right
0.21100567281246185,0.21008700132369995,0.5789073705673218,right
0.29042571783065796,0.27240386605262756,0.4371704161167145,right
0.31046366691589355,0.2640555202960968,0.42548081278800964,right
0.2768520712852478,0.4294656217098236,0.29368239641189575,right
0.3095065653324127,0.35126993060112,0.3392235338687897,right
0.6680959463119507,0.16018782556056976,0.17171618342399597,right
0.5098458528518677,0.24433758854866028,0.24581652879714966,right
0.5458457469940186,0.16171586513519287,0.2924383878707886,right
0.4490450322628021,0.30207350850105286,0.2488815188407898,right
0.200448140501976,0.26939135789871216,0.5301604866981506,right
0.20284822583198547,0.2323649823665619,0.5647867918014526,right
0.3516847491264343,0.17757326364517212,0.47074198722839355,right
0.18594039976596832,0.32910531759262085,0.4849543571472168,right
0.23992130160331726,0.3670350909233093,0.39304354786872864,right
0.06323586404323578,0.6170828938484192,0.3196812570095062,right
0.22084760665893555,0.2511723041534424,0.5279801487922668,right
0.6048142910003662,0.15779295563697815,0.23739279806613922,right
0.3109796941280365,0.3506329655647278,0.3383873403072357,right
0.3139306306838989,0.31872785091400146,0.367341548204422,right
0.13403430581092834,0.5467738509178162,0.3191918432712555,right
0.9329096674919128,0.028213798999786377,0.03887656703591347,right
0.40081241726875305,0.1255982667207718,0.47358933091163635,right
0.9462196230888367,0.017530830577015877,0.036249566823244095,left
0.45672690868377686,0.1877460777759552,0.35552701354026794,left
0.31089141964912415,0.2764398157596588,0.41266870498657227,left
0.2791459560394287,0.5266364812850952,0.19421757757663727,left
0.6644766926765442,0.1849891096353531,0.1505342274904251,left
0.6577656865119934,0.07345762103796005,0.26877671480178833,left
0.4256514608860016,0.2901245653629303,0.2842239439487457,left
0.4066697359085083,0.18560495972633362,0.4077252447605133,left
0.6390175819396973,0.09390818327665329,0.26707422733306885,left
0.5405144691467285,0.23752184212207794,0.22196367383003235,left
0.5692439079284668,0.3535316586494446,0.07722432911396027,left
0.41187626123428345,0.23921020328998566,0.3489135503768921,left
0.31232383847236633,0.2665560841560364,0.4211201071739197,left
0.43989554047584534,0.2695741355419159,0.2905302941799164,left
0.3213052451610565,0.2668430805206299,0.4118517339229584,left
0.25979921221733093,0.15908615291118622,0.5811145901679993,left
0.20380538702011108,0.1418033093214035,0.6543912887573242,left
0.8299152255058289,0.01838693767786026,0.15169782936573029,left
0.12117256224155426,0.12189184129238129,0.7569356560707092,left
0.10698843002319336,0.10232529789209366,0.7906862497329712,left
0.32598158717155457,0.2646739184856415,0.4093444347381592,left
0.09613602608442307,0.08284773677587509,0.821016252040863,left
0.25343385338783264,0.14346733689308167,0.6030988097190857,left
0.17073611915111542,0.1421259492635727,0.6871379613876343,left
0.21754507720470428,0.1597682386636734,0.6226866841316223,left
0.22398729622364044,0.14917044341564178,0.6268423199653625,left
0.27863070368766785,0.19354282319545746,0.5278264880180359,left
0.2519257664680481,0.18198005855083466,0.566094160079956,left
0.4685511887073517,0.17775170505046844,0.35369712114334106,left
0.28803694248199463,0.24296431243419647,0.4689987599849701,left
0.4764881730079651,0.1626444160938263,0.360867440700531,left
0.253537654876709,0.18942227959632874,0.5570400357246399,left
0.26628223061561584,0.25110816955566406,0.4826095998287201,left
0.20690807700157166,0.16852796077728271,0.624563992023468,left
0.212880939245224,0.18213310837745667,0.6049859523773193,left
0.342822402715683,0.217085599899292,0.4400920569896698,left
0.1693289875984192,0.127474844455719,0.7031961679458618,left
0.16678276658058167,0.14633071422576904,0.6868865489959717,left
0.2448599487543106,0.1666589081287384,0.5884811282157898,left
0.32278504967689514,0.24628190696239471,0.4309330880641937,left
0.23737943172454834,0.4370729923248291,0.32554760575294495,left
0.1668492555618286,0.38169950246810913,0.45145121216773987,left
0.17096054553985596,0.16041891276836395,0.6686205267906189,left
0.11824100464582443,0.1305658519268036,0.751193106174469,left
0.14202742278575897,0.11207664757966995,0.7458959817886353,left
0.19717416167259216,0.17935268580913544,0.6234732270240784,left
0.15382149815559387,0.13261663913726807,0.7135618329048157,left
0.1913808286190033,0.34277579188346863,0.4658433496952057,left
0.18600362539291382,0.16886013746261597,0.6451362371444702,left
0.25981244444847107,0.1897796392440796,0.5504080057144165,left
0.2102433145046234,0.1739320307970047,0.6158246397972107,left
0.20174400508403778,0.18104012310504913,0.6172158718109131,left
0.10897958278656006,0.09316091984510422,0.7978594899177551,left
0.2740906774997711,0.22865962982177734,0.49724966287612915,left
0.19015856087207794,0.13018885254859924,0.6796526312828064,left
0.26712092757225037,0.20148052275180817,0.531398594379425,left
0.2709209620952606,0.37112393975257874,0.3579550087451935,left
0.2226974368095398,0.36831897497177124,0.40898358821868896,left
0.28340137004852295,0.2885488271713257,0.42804989218711853,left
0.17454694211483002,0.15035802125930786,0.6750950217247009,left
0.3460877239704132,0.17365264892578125,0.48025962710380554,left
0.2773626744747162,0.1546483039855957,0.5679890513420105,left
0.3577163517475128,0.15971475839614868,0.4825688600540161,left
0.1636592000722885,0.43422311544418335,0.40211769938468933,left
0.2129899561405182,0.192915678024292,0.5940943956375122,left
0.2738264501094818,0.1801321804523468,0.5460413694381714,left
0.21363170444965363,0.1619609296321869,0.6244074106216431,left
0.18915066123008728,0.14274908602237701,0.6681002974510193,left
0.17360587418079376,0.12550245225429535,0.7008916735649109,left
0.2754744291305542,0.19007441401481628,0.5344511866569519,left
0.1787436455488205,0.12231474369764328,0.6989415884017944,left
0.17465651035308838,0.11772702634334564,0.7076164484024048,left
0.2688569128513336,0.2029336392879486,0.5282094478607178,left
0.15319861471652985,0.11494540423154831,0.7318559885025024,left
0.25811049342155457,0.4256725013256073,0.31621700525283813,left
0.1964520514011383,0.1842256486415863,0.6193222403526306,left
0.18062707781791687,0.17288093268871307,0.6464919447898865,left
0.13987746834754944,0.12717418372631073,0.732948362827301,left
0.24569293856620789,0.18500679731369019,0.5693003535270691,left
0.2546018958091736,0.21773114800453186,0.5276669859886169,left
0.24962103366851807,0.19433525204658508,0.5560436844825745,left
0.2141168713569641,0.18035739660263062,0.6055257320404053,left
0.20119737088680267,0.11767429113388062,0.6811283230781555,left
0.4404962956905365,0.14596286416053772,0.41354086995124817,left
0.23136620223522186,0.18581587076187134,0.5828178524971008,left
0.25584694743156433,0.15340037643909454,0.5907527208328247,left
0.2648546099662781,0.20256109535694122,0.5325843095779419,left
0.16073402762413025,0.11762174218893051,0.7216442227363586,left
0.14027905464172363,0.3408679664134979,0.518852949142456,left
0.16722188889980316,0.17338168621063232,0.6593964099884033,left
0.22087103128433228,0.23305921256542206,0.5460697412490845,left
0.23524676263332367,0.1746940016746521,0.590059220790863,left
0.20702430605888367,0.19548407196998596,0.5974915623664856,left
0.3188316524028778,0.24245524406433105,0.4387131333351135,left
0.22929514944553375,0.1860845386981964,0.5846202969551086,left
0.11241566389799118,0.11740916967391968,0.7701752185821533,left
0.2329200953245163,0.17530208826065063,0.5917778015136719,left
0.21474507451057434,0.1595170497894287,0.6257378458976746,left
0.22669263184070587,0.1602342575788498,0.6130730509757996,left
0.24831892549991608,0.1712462455034256,0.5804347991943359,left
0.2025507539510727,0.1480894684791565,0.6493597626686096,left
0.170541912317276,0.3530690670013428,0.4763890206813812,left
0.28211596608161926,0.23609521985054016,0.4817888140678406,left
0.31903553009033203,0.2657037675380707,0.4152607023715973,left
0.20417743921279907,0.21490095555782318,0.5809216499328613,left
0.16416572034358978,0.19439677894115448,0.6414375305175781,left
0.2714797258377075,0.17092081904411316,0.5575994253158569,left
0.24803830683231354,0.17523087561130524,0.5767308473587036,left
0.1988990753889084,0.18131817877292633,0.6197827458381653,left
0.3120679259300232,0.4160747528076172,0.2718573212623596,left
0.252075731754303,0.18357661366462708,0.5643476247787476,left
0.1836475282907486,0.2348676323890686,0.581484854221344,left
0.2114684134721756,0.32224419713020325,0.46628740429878235,left
0.17906752228736877,0.14440913498401642,0.6765233278274536,left
0.20035988092422485,0.14153903722763062,0.6581010818481445,left
0.22346864640712738,0.15957866609096527,0.6169527173042297,left
0.21400631964206696,0.13943354785442352,0.6465601325035095,left
0.12080857157707214,0.08565465360879898,0.7935367822647095,left
0.19900067150592804,0.1512734293937683,0.6497258543968201,left
0.15624259412288666,0.1166946291923523,0.7270628213882446,left
0.24422919750213623,0.1794692724943161,0.5763015151023865,left
0.2273007333278656,0.17107874155044556,0.6016204953193665,left
0.20816849172115326,0.13692928850650787,0.6549022197723389,left
0.6425552368164062,0.0211031436920166,0.33634158968925476,left
0.16329827904701233,0.14904049038887024,0.6876612901687622,left
0.1583830714225769,0.14168497920036316,0.6999319195747375,left
0.09512225538492203,0.10937505960464478,0.7955027222633362,left
0.10971061885356903,0.0933225080370903,0.7969669103622437,left
0.19778913259506226,0.1421622931957245,0.6600485444068909,left
0.035362549126148224,0.7636776566505432,0.20095980167388916,left
0.14532580971717834,0.1085168719291687,0.7461572885513306,left
0.1959649622440338,0.22049282491207123,0.5835422277450562,left
0.21192161738872528,0.24516049027442932,0.5429179668426514,left
0.16662509739398956,0.1514437049627304,0.68193119764328,left
0.19625386595726013,0.1405366063117981,0.6632095575332642,left
0.12959323823451996,0.08494789898395538,0.7854588627815247,left
0.33475640416145325,0.20904378592967987,0.4561998248100281,left
0.49911537766456604,0.3376239538192749,0.16326065361499786,left
0.23809047043323517,0.16159747540950775,0.6003120541572571,left
0.19536735117435455,0.1969285011291504,0.6077041029930115,left
0.13455820083618164,0.13127018511295319,0.7341716289520264,left
0.220899760723114,0.1570935994386673,0.6220065951347351,left
0.2627127766609192,0.18483799695968628,0.5524492263793945,left
0.143861323595047,0.12053259462118149,0.7356060743331909,left
0.19062791764736176,0.17701999843120575,0.6323519945144653,left
0.1921835094690323,0.12816821038722992,0.6796482801437378,left
0.2540770173072815,0.26618799567222595,0.47973498702049255,left
0.19283795356750488,0.17845316231250763,0.6287088394165039,left
0.3441782295703888,0.20143434405326843,0.45438745617866516,left
0.29362747073173523,0.26693135499954224,0.4394412338733673,left
0.20300811529159546,0.14924748241901398,0.647744357585907,left
0.21643880009651184,0.168340265750885,0.6152209639549255,left
0.4705924689769745,0.23647333681583405,0.2929341495037079,left
0.25191208720207214,0.2172791063785553,0.5308087468147278,left
0.21609780192375183,0.16030949354171753,0.6235926747322083,left
0.10320477932691574,0.08480618894100189,0.8119890093803406,left
0.17780908942222595,0.5366929769515991,0.28549790382385254,left
0.2156134992837906,0.21749979257583618,0.5668867230415344,left
0.32895463705062866,0.23111018538475037,0.43993520736694336,left
0.19006972014904022,0.18719151616096497,0.6227387189865112,left
0.17925193905830383,0.13726982474327087,0.6834782361984253,left
0.1556490659713745,0.11414697766304016,0.7302039861679077,left
0.16729840636253357,0.1380363553762436,0.694665253162384,left
0.2432849407196045,0.1968933343887329,0.5598217248916626,left
0.2971695065498352,0.16403339803218842,0.5387970805168152,left
0.196129709482193,0.12038727104663849,0.6834830641746521,left
0.20546934008598328,0.2292831987142563,0.5652474164962769,left
0.13832993805408478,0.10177892446517944,0.7598910927772522,left
0.22217176854610443,0.2948013246059418,0.4830268621444702,left
0.24915294349193573,0.17833134531974792,0.5725157260894775,left
0.12695656716823578,0.07923411577939987,0.7938092947006226,left
0.09683120995759964,0.09273446351289749,0.8104344010353088,left
0.17178471386432648,0.12166929244995117,0.7065460085868835,left
0.31967803835868835,0.17265717685222626,0.5076647996902466,left
0.3004477322101593,0.23894156515598297,0.4606107175350189,left
0.29463011026382446,0.1648816615343094,0.5404881834983826,left
0.1401897668838501,0.09429024159908295,0.7655200362205505,left
0.15728676319122314,0.10269710421562195,0.7400161623954773,left
0.15590016543865204,0.12635397911071777,0.7177457809448242,left
0.21111392974853516,0.21056261658668518,0.578323483467102,left
0.2344733625650406,0.17867910861968994,0.5868475437164307,left
0.1903824359178543,0.10407770425081253,0.705539882183075,left
0.5955215692520142,0.04332657530903816,0.36115187406539917,left
0.3032394051551819,0.23447510600090027,0.46228551864624023,left
0.1418265849351883,0.11342728137969971,0.7447461485862732,left
0.09993624687194824,0.3759274184703827,0.5241363644599915,left
0.22470752894878387,0.20418277382850647,0.5711097121238708,left
0.8016173243522644,0.030444681644439697,0.1679379940032959,left
0.20494036376476288,0.17872674763202667,0.6163328886032104,left
0.25392481684684753,0.18773679435253143,0.5583384037017822,left
0.1473410725593567,0.12416583299636841,0.7284930944442749,left
0.14205220341682434,0.09265883266925812,0.7652889490127563,left
0.226976677775383,0.17903216183185577,0.593991219997406,left
0.16204091906547546,0.16571445763111115,0.6722446084022522,left
0.152568519115448,0.11657486110925674,0.7308566570281982,left
0.27721431851387024,0.27375274896621704,0.4490329921245575,left
0.17560668289661407,0.1551555097103119,0.6692378520965576,left
0.19090795516967773,0.12198449671268463,0.687107503414154,left
0.15182512998580933,0.47602778673171997,0.3721470832824707,left
0.14870740473270416,0.11350882053375244,0.7377837896347046,left
0.12857604026794434,0.12699244916439056,0.7444314956665039,left
0.19783763587474823,0.17274315655231476,0.6294192671775818,left
0.1741527020931244,0.11555291712284088,0.7102943658828735,left
0.23499484360218048,0.1626858413219452,0.6023193597793579,left
0.23633067309856415,0.1741688847541809,0.5895004868507385,left
0.15534333884716034,0.09897197782993317,0.7456846833229065,left
0.12886683642864227,0.0969441682100296,0.7741889953613281,left
0.2057579606771469,0.15119774639606476,0.6430443525314331,left
0.1271914392709732,0.10238241404294968,0.7704262137413025,left
0.19323602318763733,0.12106817960739136,0.6856958866119385,left
0.2235565334558487,0.16088959574699402,0.6155538558959961,left
0.10866972804069519,0.0893789753317833,0.8019512891769409,left
0.16264043748378754,0.17132021486759186,0.6660392880439758,left
0.1448899805545807,0.10727362334728241,0.7478364109992981,left
0.21355408430099487,0.13100947439670563,0.6554364562034607,left
0.1266588419675827,0.0915578156709671,0.781783401966095,left
0.13651049137115479,0.10049346834421158,0.7629960179328918,left
0.13321952521800995,0.10330516844987869,0.7634752988815308,left
0.14342047274112701,0.09529045969247818,0.7612890601158142,left
0.1892557591199875,0.12127483636140823,0.6894693970680237,left
0.17518067359924316,0.2402876913547516,0.5845316648483276,left
0.06711195409297943,0.04851791635155678,0.8843701481819153,left
0.3199262320995331,0.31551775336265564,0.3645559549331665,left
0.15736913681030273,0.10855567455291748,0.7340751886367798,left
0.1550057977437973,0.12285130470991135,0.7221429347991943,left
0.11708710342645645,0.086153045296669,0.796759843826294,left
0.1532653570175171,0.11557432264089584,0.7311602830886841,left
0.10441014170646667,0.05876452475786209,0.8368253111839294,left
0.2578151822090149,0.18231527507305145,0.5598695278167725,left
0.16455279290676117,0.15394394099712372,0.6815032362937927,left
0.1843753606081009,0.13389655947685242,0.6817281246185303,left
0.12863683700561523,0.08714179694652557,0.784221351146698,left
0.11889468133449554,0.10756731778383255,0.7735379934310913,left
0.24909932911396027,0.17524024844169617,0.5756604671478271,left
0.18498128652572632,0.4007005989551544,0.41431814432144165,left
0.2576053738594055,0.19373010098934174,0.5486644506454468,left
0.09876691550016403,0.07916437089443207,0.8220687508583069,left
0.26766806840896606,0.25143012404441833,0.4809018075466156,left
0.3595954179763794,0.19729740917682648,0.4431071877479553,left
0.27800726890563965,0.23921352624893188,0.48277920484542847,left
0.21222688257694244,0.1521252989768982,0.6356478929519653,left
0.7357050180435181,0.016331970691680908,0.24796295166015625,left
0.23752668499946594,0.22727282345294952,0.5352005362510681,left
0.2006581574678421,0.137301504611969,0.6620403528213501,left
0.22042635083198547,0.1636936366558075,0.615880012512207,left
0.26185479760169983,0.133708655834198,0.6044365167617798,left
0.12670058012008667,0.10443270951509476,0.768866777420044,left
0.27346763014793396,0.2099253237247467,0.5166070461273193,left
0.31376805901527405,0.22318029403686523,0.46305161714553833,left
0.17449428141117096,0.21319198608398438,0.6123137474060059,left
0.2940732538700104,0.2301366925239563,0.4757900536060333,left
0.19156697392463684,0.145094096660614,0.6633389592170715,left
0.2320718616247177,0.16644303500652313,0.6014851331710815,left
0.3173409402370453,0.24152609705924988,0.44113296270370483,left
0.22109411656856537,0.17526863515377045,0.6036372780799866,left
0.1742817461490631,0.15043248236179352,0.6752857565879822,left
0.19701069593429565,0.160476952791214,0.6425123810768127,left
0.2092808336019516,0.0880657285451889,0.7026534676551819,left
0.23522372543811798,0.6163375377655029,0.1484386920928955,left
0.37251582741737366,0.270201712846756,0.357282429933548,left
0.15304423868656158,0.12129340320825577,0.725662350654602,left
0.21139319241046906,0.1332583874464035,0.6553484201431274,left
0.2839882969856262,0.2408246546983719,0.4751870334148407,left
0.18266884982585907,0.18266092240810394,0.6346701979637146,left
0.14085878431797028,0.2245415449142456,0.6345997452735901,left
0.22897468507289886,0.1637793928384781,0.607245922088623,left
0.17693838477134705,0.1302940845489502,0.6927675604820251,left
0.3185878396034241,0.18950903415679932,0.4919031858444214,left
0.2551861107349396,0.15847469866275787,0.5863392353057861,left
0.11781787127256393,0.13831964135169983,0.7438624501228333,left
0.1290360987186432,0.12334173172712326,0.7476221919059753,left
0.21391376852989197,0.19728463888168335,0.5888015627861023,left
0.5672047734260559,0.1233002096414566,0.3094949722290039,left
0.17066189646720886,0.13840924203395844,0.6909288763999939,left
0.13869419693946838,0.12324175238609314,0.7380641102790833,left
0.18540573120117188,0.2526092231273651,0.5619850158691406,left
0.20529191195964813,0.15649540722370148,0.6382126808166504,left
0.18946680426597595,0.14243105053901672,0.6681021451950073,left
0.16863687336444855,0.18737201392650604,0.6439911127090454,left
0.17456170916557312,0.1575174480676651,0.6679208278656006,left
0.17750824987888336,0.12189105898141861,0.7006006836891174,left
0.17611780762672424,0.15862587094306946,0.6652562618255615,left
0.19241802394390106,0.11193321645259857,0.6956487894058228,left
0.27927178144454956,0.19982045888900757,0.5209077596664429,left
0.23955419659614563,0.2500377893447876,0.5104079842567444,left
0.15810514986515045,0.17979814112186432,0.6620966792106628,left
0.18547821044921875,0.11371470242738724,0.7008071541786194,left
0.17687085270881653,0.13562926650047302,0.6874998211860657,left
0.16629517078399658,0.17640820145606995,0.6572966575622559,left
0.2897433936595917,0.4703277349472046,0.23992881178855896,left
0.7044326066970825,0.10888119786977768,0.1866862177848816,left
0.18313568830490112,0.14137233793735504,0.675491988658905,left
0.48314300179481506,0.13187682628631592,0.384980171918869,left
0.6288798451423645,0.15295712649822235,0.21816307306289673,left
0.12939251959323883,0.09336978942155838,0.7772377133369446,left
0.1445523202419281,0.1027592197060585,0.7526884078979492,left
0.33388251066207886,0.38320600986480713,0.282911479473114,left
0.11253528296947479,0.10168882459402084,0.7857758402824402,left
0.14460547268390656,0.10272615402936935,0.7526683807373047,left
0.2210824191570282,0.1607246696949005,0.6181928515434265,left
0.3612811267375946,0.23649439215660095,0.40222448110580444,left
0.20147952437400818,0.12354987859725952,0.6749706268310547,left
0.21856950223445892,0.16489426791667938,0.6165362596511841,left
0.13853557407855988,0.09648439288139343,0.7649800181388855,left
0.15500280261039734,0.13028597831726074,0.7147112488746643,left
0.22311122715473175,0.1573161482810974,0.6195725798606873,left
0.1721043586730957,0.16849879920482635,0.6593968272209167,left
0.17248252034187317,0.4286684989929199,0.39884892106056213,left
0.21402600407600403,0.20395056903362274,0.5820233821868896,left
0.22343489527702332,0.16856414079666138,0.6080009937286377,left
0.5255009531974792,0.27879729866981506,0.19570180773735046,center
0.27545392513275146,0.2812119126319885,0.4433342218399048,center
